TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0.00,5495.00,1.00,0.00,0.00,0.00,,0.00,251.00,5.00,0.00,2.00,3.00,6.00,"$50,305","$73,498",11.00,4.00,3.00,3.00,4.00,68.00%,53.00%,0.00,3.00,7.00,40.00%,3.00,3.00,50.00%
0.00,5570.00,7.00,5.00,1.00,2.00,1.00,0.00,138.00,15.00,0.00,0.00,3.00,4.00,"$14,505","$23,518",7.00,1.00,0.00,0.00,1.00,62.00%,67.00%,0.00,0.00,2.00,44.00%,5.00,0.00,75.00%
0.00,5621.00,0.00,0.00,0.00,2.00,0.00,2.00,231.00,4.00,0.00,1.00,1.00,1.00,$851,$890,6.00,0.00,0.00,1.00,1.00,96.00%,29.00%,0.00,0.00,2.00,14.00%,0.00,0.00,100.00%
0.00,5639.00,0.00,0.00,0.00,4.00,0.00,1.00,148.00,5.00,0.00,3.00,4.00,13.00,"$15,456","$18,561",17.00,6.00,5.00,3.00,3.00,83.00%,39.00%,3.00,7.00,10.00,57.00%,7.00,8.00,31.00%
0.00,5682.00,5.00,5.00,0.00,2.00,1.00,5.00,114.00,5.00,0.00,2.00,2.00,3.00,"$7,852","$9,221",4.00,0.00,0.00,2.00,2.00,85.00%,75.00%,0.00,0.00,0.00,75.00%,3.00,0.00,67.00%
0.00,5723.00,0.00,0.00,0.00,1.00,1.00,2.00,162.00,5.00,0.00,1.00,3.00,6.00,"$23,139","$43,352",9.00,0.00,0.00,3.00,3.00,53.00%,64.00%,0.00,0.00,1.00,55.00%,0.00,0.00,50.00%
0.00,5739.00,2.00,0.00,0.00,4.00,2.00,3.00,151.00,5.00,0.00,3.00,4.00,13.00,"$42,981","$52,684",24.00,1.00,1.00,8.00,9.00,82.00%,37.00%,3.00,1.00,6.00,48.00%,1.00,1.00,31.00%
0.00,5749.00,0.00,0.00,0.00,4.00,1.00,11.00,258.00,5.00,0.00,4.00,7.00,6.00,"$14,164","$15,874",23.00,0.00,0.00,4.00,4.00,89.00%,50.00%,0.00,0.00,1.00,25.00%,0.00,0.00,117.00%
0.00,5808.00,3.00,3.00,0.00,0.00,11.00,1.00,295.00,10.00,0.00,1.00,1.00,3.00,$903,"$1,004",5.00,1.00,1.00,1.00,1.00,90.00%,33.00%,2.00,1.00,2.00,50.00%,3.00,2.00,33.00%
0.00,5893.00,2.00,0.00,0.00,2.00,2.00,5.00,165.00,10.00,0.00,1.00,5.00,10.00,"$4,664","$15,497",17.00,0.00,0.00,0.00,2.00,30.00%,57.00%,3.00,0.00,3.00,48.00%,1.00,0.00,50.00%
0.00,5924.00,0.00,0.00,0.00,1.00,0.00,3.00,116.00,7.00,0.00,1.00,3.00,5.00,"$18,696","$21,509",8.00,0.00,0.00,2.00,2.00,87.00%,40.00%,0.00,1.00,4.00,50.00%,1.00,1.00,60.00%
0.00,5971.00,0.00,0.00,0.00,2.00,4.00,1.00,121.00,13.00,0.00,0.00,4.00,7.00,"$26,115","$39,464",19.00,2.00,0.00,3.00,4.00,66.00%,38.00%,3.00,0.00,7.00,33.00%,0.00,0.00,57.00%
0.00,5981.00,1.00,0.00,0.00,0.00,,0.00,228.00,77.00,0.00,0.00,0.00,1.00,$509,"$2,300",5.00,0.00,0.00,0.00,0.00,22.00%,17.00%,0.00,0.00,0.00,17.00%,0.00,0.00,0.00%
0.00,6056.00,1.00,0.00,1.00,1.00,5.00,2.00,178.00,19.00,0.00,0.00,1.00,5.00,"$17,874","$24,691",9.00,12.00,1.00,2.00,3.00,72.00%,36.00%,0.00,1.00,13.00,23.00%,1.00,1.00,20.00%
0.00,6088.00,3.00,3.00,0.00,6.00,1.00,2.00,63.00,8.00,0.00,2.00,4.00,6.00,"$20,248","$27,636",11.00,0.00,0.00,3.00,3.00,73.00%,67.00%,0.00,0.00,0.00,50.00%,1.00,0.00,67.00%
0.00,6160.00,1.00,0.00,0.00,0.00,13.00,1.00,122.00,16.00,0.00,0.00,2.00,7.00,"$6,929","$24,076",10.00,0.00,0.00,3.00,4.00,29.00%,83.00%,0.00,0.00,0.00,58.00%,0.00,0.00,29.00%
0.00,6204.00,1.00,0.00,0.00,0.00,9.00,1.00,193.00,56.00,0.00,0.00,0.00,1.00,$0,$0,1.00,1.00,1.00,,,0.00%,0.00%,1.00,1.00,2.00,20.00%,1.00,1.00,0.00%
0.00,6227.00,0.00,0.00,0.00,3.00,2.00,1.00,352.00,2.00,1.00,5.00,6.00,16.00,"$21,883","$56,866",24.00,0.00,0.00,3.00,4.00,38.00%,59.00%,0.00,0.00,0.00,59.00%,0.00,0.00,38.00%
0.00,6234.00,0.00,0.00,0.00,3.00,1.00,1.00,237.00,4.00,0.00,2.00,3.00,7.00,"$30,625","$36,417",5.00,1.00,1.00,5.00,6.00,84.00%,44.00%,1.00,1.00,1.00,78.00%,1.00,1.00,43.00%
0.00,6269.00,2.00,1.00,1.00,5.00,1.00,3.00,495.00,3.00,1.00,1.00,2.00,5.00,"$3,363","$4,561",9.00,12.00,5.00,2.00,2.00,74.00%,8.00%,0.00,6.00,13.00,21.00%,6.00,6.00,40.00%
0.00,6275.00,1.00,1.00,0.00,1.00,1.00,0.00,200.00,12.00,0.00,1.00,4.00,6.00,"$8,821","$9,987",11.00,0.00,0.00,4.00,4.00,88.00%,50.00%,3.00,0.00,3.00,50.00%,1.00,0.00,67.00%
0.00,6376.00,0.00,0.00,0.00,4.00,2.00,3.00,167.00,5.00,0.00,2.00,8.00,10.00,"$53,343","$59,851",22.00,0.00,0.00,8.00,8.00,89.00%,38.00%,3.00,0.00,0.00,38.00%,0.00,0.00,80.00%
0.00,6380.00,0.00,0.00,0.00,1.00,1.00,2.00,124.00,2.00,1.00,2.00,4.00,10.00,"$8,388","$14,898",23.00,3.00,1.00,3.00,4.00,56.00%,34.00%,1.00,1.00,7.00,34.00%,1.00,1.00,40.00%
0.00,6425.00,2.00,0.00,1.00,2.00,0.00,5.00,198.00,11.00,0.00,1.00,5.00,3.00,"$14,726","$20,226",14.00,1.00,0.00,2.00,3.00,73.00%,59.00%,0.00,0.00,1.00,18.00%,0.00,0.00,167.00%
0.00,6543.00,1.00,0.00,0.00,0.00,13.00,3.00,234.00,12.00,0.00,1.00,2.00,10.00,"$24,517","$41,285",28.00,0.00,0.00,5.00,6.00,59.00%,72.00%,0.00,1.00,2.00,34.00%,2.00,1.00,20.00%
0.00,6677.00,2.00,2.00,0.00,2.00,0.00,15.00,132.00,8.00,0.00,3.00,7.00,16.00,"$42,597","$72,970",22.00,0.00,0.00,6.00,8.00,58.00%,61.00%,0.00,0.00,0.00,57.00%,1.00,0.00,44.00%
0.00,6685.00,5.00,2.00,1.00,1.00,2.00,0.00,124.00,2.00,1.00,3.00,6.00,9.00,"$54,425","$59,421",12.00,15.00,7.00,5.00,5.00,92.00%,34.00%,0.00,7.00,16.00,31.00%,8.00,7.00,67.00%
0.00,6754.00,0.00,0.00,0.00,6.00,1.00,9.00,94.00,15.00,0.00,0.00,5.00,6.00,$418,"$21,018",14.00,0.00,0.00,0.00,0.00,2.00%,86.00%,0.00,0.00,0.00,43.00%,0.00,0.00,83.00%
0.00,6783.00,1.00,1.00,0.00,0.00,14.00,1.00,6.00,6.00,0.00,1.00,1.00,1.00,"$1,612","$5,000",1.00,0.00,0.00,0.00,0.00,32.00%,100.00%,0.00,0.00,0.00,100.00%,0.00,0.00,100.00%
0.00,6795.00,1.00,1.00,0.00,3.00,4.00,0.00,199.00,4.00,0.00,3.00,8.00,22.00,"$35,116","$48,813",37.00,0.00,0.00,6.00,8.00,72.00%,56.00%,3.00,0.00,1.00,54.00%,1.00,1.00,36.00%
0.00,6815.00,2.00,0.00,1.00,2.00,1.00,3.00,124.00,65.00,0.00,0.00,0.00,1.00,$0,$668,1.00,3.00,1.00,,,0.00%,20.00%,0.00,1.00,3.00,20.00%,3.00,1.00,0.00%
0.00,6819.00,0.00,0.00,0.00,1.00,2.00,0.00,119.00,8.00,0.00,5.00,8.00,18.00,"$43,932","$64,819",30.00,0.00,0.00,8.00,10.00,68.00%,67.00%,0.00,0.00,1.00,55.00%,0.00,0.00,44.00%
0.00,6840.00,0.00,0.00,0.00,0.00,18.00,0.00,20.00,8.00,0.00,1.00,6.00,6.00,"$7,062","$11,606",6.00,0.00,0.00,3.00,3.00,61.00%,100.00%,0.00,0.00,0.00,100.00%,0.00,0.00,100.00%
0.00,6843.00,0.00,0.00,0.00,2.00,1.00,2.00,256.00,5.00,0.00,2.00,5.00,18.00,"$46,211","$62,197",31.00,0.00,0.00,7.00,8.00,74.00%,67.00%,0.00,0.00,2.00,55.00%,0.00,0.00,28.00%
0.00,6872.00,0.00,0.00,0.00,1.00,2.00,3.00,205.00,1.00,3.00,7.00,13.00,15.00,"$18,956","$30,727",17.00,0.00,0.00,7.00,8.00,62.00%,61.00%,0.00,0.00,1.00,65.00%,0.00,0.00,87.00%
0.00,6902.00,0.00,0.00,0.00,0.00,7.00,1.00,147.00,7.00,0.00,3.00,12.00,11.00,"$8,754","$21,073",19.00,1.00,0.00,1.00,1.00,42.00%,78.00%,0.00,0.00,1.00,48.00%,0.00,0.00,109.00%
0.00,6955.00,1.00,1.00,0.00,15.00,1.00,6.00,322.00,11.00,0.00,1.00,2.00,8.00,"$8,059","$33,774",20.00,0.00,0.00,1.00,2.00,24.00%,71.00%,0.00,1.00,1.00,38.00%,2.00,1.00,25.00%
0.00,7006.00,0.00,0.00,0.00,0.00,,0.00,221.00,20.00,0.00,0.00,1.00,3.00,"$7,462","$8,290",3.00,0.00,0.00,2.00,2.00,90.00%,100.00%,0.00,0.00,0.00,100.00%,0.00,0.00,33.00%
0.00,7142.00,2.00,2.00,0.00,9.00,1.00,7.00,148.00,2.00,1.00,2.00,3.00,13.00,"$35,712","$43,749",17.00,0.00,0.00,5.00,5.00,82.00%,79.00%,0.00,0.00,0.00,68.00%,2.00,0.00,23.00%
0.00,7155.00,1.00,0.00,0.00,0.00,22.00,1.00,152.00,4.00,0.00,1.00,2.00,1.00,$24,$49,8.00,1.00,1.00,0.00,0.00,49.00%,60.00%,0.00,1.00,6.00,10.00%,1.00,1.00,200.00%
0.00,7204.00,1.00,1.00,0.00,4.00,0.00,3.00,214.00,20.00,0.00,0.00,1.00,4.00,"$18,547","$21,431",8.00,4.00,1.00,3.00,3.00,87.00%,25.00%,1.00,2.00,6.00,33.00%,2.00,2.00,25.00%
0.00,7214.00,0.00,0.00,0.00,0.00,18.00,1.00,241.00,17.00,0.00,0.00,2.00,5.00,"$2,887","$4,011",9.00,0.00,0.00,3.00,3.00,72.00%,33.00%,2.00,1.00,3.00,56.00%,1.00,2.00,40.00%
0.00,7232.00,0.00,0.00,0.00,2.00,1.00,7.00,158.00,4.00,0.00,7.00,7.00,13.00,"$21,588","$52,007",23.00,0.00,0.00,2.00,2.00,42.00%,62.00%,0.00,0.00,0.00,50.00%,0.00,0.00,54.00%
0.00,7260.00,0.00,0.00,0.00,4.00,0.00,2.00,303.00,35.00,0.00,0.00,0.00,4.00,$0,"$5,334",8.00,1.00,1.00,,,0.00%,55.00%,0.00,1.00,1.00,36.00%,1.00,1.00,0.00%
0.00,7278.00,0.00,0.00,0.00,1.00,0.00,0.00,246.00,4.00,0.00,2.00,3.00,13.00,"$9,013","$18,852",20.00,0.00,0.00,4.00,4.00,48.00%,54.00%,1.00,1.00,2.00,54.00%,1.00,1.00,23.00%
0.00,7331.00,0.00,0.00,0.00,3.00,0.00,6.00,142.00,13.00,0.00,0.00,1.00,1.00,$0,$0,2.00,1.00,0.00,0.00,0.00,0.00%,67.00%,0.00,0.00,1.00,33.00%,0.00,0.00,100.00%
0.00,7342.00,0.00,0.00,0.00,0.00,,0.00,240.00,12.00,0.00,3.00,7.00,9.00,"$33,724","$55,877",15.00,0.00,0.00,3.00,4.00,60.00%,78.00%,0.00,0.00,1.00,50.00%,0.00,0.00,78.00%
0.00,7410.00,0.00,0.00,0.00,5.00,1.00,8.00,218.00,4.00,0.00,2.00,4.00,9.00,"$22,196","$22,874",18.00,0.00,0.00,7.00,7.00,97.00%,74.00%,0.00,0.00,0.00,47.00%,0.00,0.00,44.00%
0.00,7463.00,1.00,0.00,1.00,7.00,1.00,2.00,302.00,4.00,0.00,2.00,4.00,12.00,"$11,100","$29,317",23.00,15.00,1.00,5.00,8.00,38.00%,29.00%,3.00,1.00,18.00,32.00%,1.00,3.00,33.00%
0.00,7527.00,2.00,0.00,1.00,1.00,5.00,1.00,101.00,35.00,0.00,0.00,0.00,4.00,"$6,651","$7,302",1.00,7.00,4.00,2.00,2.00,91.00%,0.00%,2.00,4.00,8.00,44.00%,4.00,5.00,0.00%
0.00,7583.00,2.00,0.00,0.00,4.00,1.00,3.00,180.00,12.00,0.00,1.00,2.00,12.00,"$33,783","$40,285",16.00,0.00,0.00,6.00,7.00,84.00%,74.00%,0.00,0.00,1.00,63.00%,0.00,0.00,17.00%
0.00,7597.00,0.00,0.00,0.00,1.00,1.00,1.00,108.00,2.00,1.00,2.00,3.00,7.00,"$8,342","$42,775",15.00,0.00,0.00,1.00,1.00,20.00%,71.00%,0.00,0.00,0.00,41.00%,0.00,0.00,43.00%
0.00,7681.00,0.00,0.00,0.00,0.00,9.00,0.00,143.00,5.00,0.00,2.00,4.00,9.00,"$15,720","$34,135",24.00,0.00,0.00,3.00,3.00,46.00%,50.00%,1.00,0.00,0.00,35.00%,0.00,0.00,44.00%
0.00,7709.00,0.00,0.00,0.00,1.00,5.00,0.00,190.00,5.00,0.00,2.00,2.00,9.00,"$36,227","$63,107",15.00,0.00,0.00,2.00,3.00,57.00%,60.00%,0.00,0.00,0.00,60.00%,0.00,0.00,22.00%
0.00,7742.00,0.00,0.00,0.00,1.00,0.00,1.00,223.00,18.00,0.00,0.00,1.00,9.00,"$30,725","$38,640",14.00,0.00,0.00,5.00,6.00,80.00%,71.00%,0.00,0.00,0.00,64.00%,0.00,0.00,11.00%
0.00,7792.00,2.00,1.00,1.00,5.00,0.00,5.00,142.00,18.00,0.00,0.00,2.00,3.00,"$24,060","$32,430",8.00,0.00,0.00,0.00,2.00,74.00%,38.00%,0.00,2.00,2.00,38.00%,2.00,2.00,67.00%
0.00,7841.00,0.00,0.00,0.00,4.00,1.00,0.00,119.00,2.00,1.00,6.00,10.00,25.00,"$2,280","$1,56,206",31.00,0.00,0.00,0.00,0.00,1.00%,61.00%,0.00,0.00,0.00,61.00%,0.00,0.00,40.00%
0.00,7961.00,1.00,1.00,0.00,0.00,24.00,0.00,213.00,9.00,0.00,1.00,3.00,7.00,"$12,113","$19,557",18.00,0.00,0.00,1.00,1.00,62.00%,53.00%,0.00,0.00,0.00,37.00%,0.00,0.00,43.00%
0.00,7975.00,1.00,1.00,0.00,6.00,1.00,13.00,291.00,12.00,0.00,1.00,4.00,3.00,"$35,714","$56,734",9.00,0.00,0.00,0.00,3.00,63.00%,60.00%,0.00,0.00,1.00,30.00%,1.00,0.00,133.00%
0.00,7998.00,5.00,1.00,0.00,0.00,22.00,1.00,130.00,22.00,0.00,0.00,1.00,2.00,$0,$0,5.00,3.00,1.00,0.00,0.00,0.00%,25.00%,0.00,1.00,4.00,25.00%,1.00,1.00,50.00%
0.00,8082.00,4.00,1.00,1.00,1.00,0.00,3.00,188.00,28.00,0.00,0.00,0.00,1.00,$327,"$1,600",1.00,0.00,0.00,0.00,0.00,20.00%,50.00%,0.00,0.00,0.00,50.00%,1.00,0.00,0.00%
0.00,8122.00,0.00,0.00,0.00,0.00,7.00,1.00,13.00,9.00,0.00,1.00,2.00,2.00,$575,$470,2.00,0.00,0.00,1.00,1.00,122.00%,100.00%,0.00,0.00,0.00,100.00%,0.00,0.00,100.00%
0.00,8168.00,0.00,0.00,0.00,1.00,2.00,0.00,471.00,12.00,0.00,1.00,1.00,11.00,"$35,520","$42,258",14.00,0.00,0.00,6.00,6.00,84.00%,71.00%,0.00,0.00,0.00,65.00%,0.00,0.00,9.00%
0.00,8312.00,3.00,0.00,0.00,7.00,1.00,11.00,225.00,8.00,0.00,1.00,1.00,2.00,$125,$125,2.00,3.00,1.00,1.00,1.00,100.00%,40.00%,0.00,1.00,3.00,40.00%,1.00,1.00,50.00%
0.00,8366.00,1.00,1.00,0.00,2.00,1.00,1.00,188.00,7.00,0.00,1.00,1.00,7.00,"$8,269","$11,012",7.00,3.00,2.00,2.00,2.00,75.00%,40.00%,0.00,5.00,5.00,70.00%,5.00,5.00,14.00%
0.00,8435.00,0.00,0.00,0.00,4.00,1.00,2.00,53.00,6.00,0.00,2.00,5.00,6.00,"$6,903","$9,862",6.00,0.00,0.00,2.00,3.00,70.00%,100.00%,0.00,0.00,0.00,100.00%,0.00,0.00,83.00%
0.00,8573.00,1.00,0.00,0.00,5.00,1.00,7.00,132.00,2.00,1.00,3.00,5.00,9.00,"$44,091","$56,088",12.00,0.00,0.00,2.00,3.00,79.00%,64.00%,0.00,0.00,0.00,64.00%,0.00,0.00,56.00%
0.00,8583.00,0.00,0.00,0.00,2.00,0.00,1.00,248.00,5.00,0.00,2.00,8.00,13.00,"$24,558","$59,247",24.00,0.00,0.00,3.00,3.00,41.00%,68.00%,0.00,0.00,0.00,52.00%,0.00,0.00,62.00%
0.00,8599.00,0.00,0.00,0.00,0.00,,0.00,188.00,12.00,0.00,1.00,2.00,5.00,"$14,809","$18,617",11.00,2.00,2.00,1.00,1.00,80.00%,57.00%,1.00,3.00,8.00,36.00%,3.00,3.00,40.00%
0.00,8603.00,4.00,1.00,1.00,1.00,6.00,0.00,158.00,10.00,0.00,1.00,3.00,2.00,$59,$252,4.00,6.00,1.00,0.00,0.00,23.00%,27.00%,0.00,1.00,6.00,18.00%,2.00,1.00,150.00%
0.00,8609.00,1.00,1.00,0.00,1.00,1.00,2.00,175.00,2.00,1.00,4.00,5.00,13.00,"$25,495","$45,958",32.00,0.00,0.00,5.00,7.00,55.00%,32.00%,2.00,0.00,1.00,35.00%,1.00,1.00,38.00%
0.00,8625.00,0.00,0.00,0.00,4.00,0.00,5.00,178.00,5.00,0.00,2.00,7.00,12.00,"$63,070","$94,509",24.00,0.00,0.00,3.00,6.00,67.00%,69.00%,0.00,0.00,0.00,46.00%,0.00,0.00,58.00%
0.00,8636.00,1.00,1.00,0.00,4.00,1.00,5.00,203.00,14.00,0.00,0.00,3.00,3.00,"$13,932","$17,075",9.00,0.00,0.00,1.00,2.00,82.00%,78.00%,0.00,0.00,1.00,33.00%,0.00,0.00,100.00%
0.00,8639.00,1.00,1.00,0.00,2.00,1.00,2.00,154.00,13.00,0.00,0.00,3.00,10.00,"$37,006","$53,432",12.00,0.00,0.00,4.00,5.00,69.00%,83.00%,0.00,0.00,0.00,83.00%,1.00,0.00,30.00%
0.00,8691.00,3.00,0.00,1.00,3.00,2.00,2.00,9.00,9.00,0.00,1.00,1.00,1.00,$189,$350,1.00,0.00,0.00,0.00,1.00,54.00%,100.00%,0.00,0.00,0.00,100.00%,0.00,0.00,100.00%
0.00,8731.00,1.00,0.00,1.00,2.00,0.00,2.00,111.00,3.00,1.00,3.00,5.00,9.00,"$26,285","$41,014",14.00,9.00,8.00,7.00,7.00,64.00%,24.00%,3.00,8.00,10.00,36.00%,8.00,8.00,56.00%
0.00,8946.00,1.00,1.00,0.00,0.00,,0.00,179.00,2.00,2.00,4.00,5.00,14.00,"$69,344","$1,23,934",30.00,0.00,0.00,5.00,7.00,56.00%,47.00%,1.00,0.00,0.00,44.00%,1.00,0.00,36.00%
0.00,8956.00,0.00,0.00,0.00,0.00,10.00,0.00,177.00,31.00,0.00,0.00,0.00,5.00,"$6,459","$17,366",8.00,1.00,1.00,1.00,1.00,37.00%,67.00%,0.00,1.00,1.00,56.00%,1.00,1.00,0.00%
0.00,8975.00,1.00,1.00,0.00,2.00,1.00,1.00,184.00,3.00,1.00,2.00,3.00,6.00,"$28,563","$31,040",10.00,0.00,0.00,1.00,1.00,92.00%,55.00%,0.00,0.00,1.00,55.00%,1.00,0.00,50.00%
0.00,9070.00,0.00,0.00,0.00,0.00,10.00,0.00,162.00,5.00,0.00,1.00,2.00,12.00,"$45,638","$58,520",21.00,0.00,0.00,6.00,8.00,78.00%,64.00%,0.00,0.00,0.00,55.00%,0.00,0.00,17.00%
0.00,9071.00,0.00,0.00,0.00,4.00,0.00,7.00,328.00,7.00,0.00,1.00,6.00,26.00,"$82,949","$96,742",36.00,0.00,0.00,14.00,16.00,86.00%,77.00%,0.00,0.00,0.00,67.00%,0.00,0.00,23.00%
0.00,9121.00,0.00,0.00,0.00,5.00,1.00,4.00,110.00,1.00,3.00,6.00,11.00,26.00,"$63,862","$1,04,058",32.00,0.00,0.00,10.00,13.00,61.00%,70.00%,0.00,0.00,0.00,70.00%,0.00,0.00,42.00%
0.00,9192.00,0.00,0.00,0.00,5.00,1.00,4.00,189.00,4.00,0.00,6.00,11.00,9.00,"$39,287","$67,385",22.00,0.00,0.00,4.00,5.00,58.00%,53.00%,0.00,0.00,0.00,30.00%,0.00,0.00,122.00%
0.00,9203.00,1.00,0.00,1.00,0.00,20.00,0.00,777.00,16.00,0.00,0.00,2.00,11.00,"$3,351","$7,185",13.00,4.00,2.00,4.00,5.00,47.00%,11.00%,3.00,7.00,14.00,61.00%,7.00,10.00,18.00%
0.00,9221.00,1.00,1.00,0.00,0.00,13.00,1.00,300.00,3.00,1.00,5.00,7.00,16.00,"$29,905","$52,873",29.00,0.00,0.00,4.00,5.00,57.00%,60.00%,0.00,0.00,1.00,53.00%,1.00,0.00,44.00%
0.00,9380.00,0.00,0.00,0.00,1.00,1.00,0.00,117.00,21.00,0.00,0.00,2.00,10.00,"$23,715","$47,872",15.00,0.00,0.00,2.00,3.00,50.00%,71.00%,0.00,0.00,0.00,59.00%,0.00,0.00,20.00%
0.00,9387.00,1.00,0.00,1.00,8.00,1.00,6.00,128.00,3.00,1.00,5.00,6.00,7.00,"$11,632","$23,581",13.00,1.00,1.00,2.00,3.00,49.00%,60.00%,0.00,2.00,2.00,47.00%,2.00,2.00,86.00%
0.00,9415.00,0.00,0.00,0.00,0.00,,0.00,64.00,3.00,1.00,4.00,5.00,5.00,"$18,115","$21,972",5.00,0.00,0.00,2.00,3.00,82.00%,83.00%,0.00,0.00,0.00,83.00%,0.00,0.00,100.00%
0.00,9421.00,0.00,0.00,0.00,2.00,1.00,4.00,143.00,1.00,1.00,3.00,6.00,12.00,"$38,852","$48,047",25.00,0.00,0.00,7.00,7.00,81.00%,46.00%,0.00,0.00,1.00,43.00%,0.00,0.00,50.00%
0.00,9515.00,1.00,1.00,0.00,4.00,1.00,0.00,105.00,16.00,0.00,0.00,3.00,13.00,"$30,868","$41,235",19.00,0.00,0.00,6.00,8.00,75.00%,70.00%,0.00,0.00,0.00,65.00%,0.00,0.00,23.00%
0.00,9578.00,0.00,0.00,0.00,2.00,0.00,3.00,318.00,7.00,0.00,1.00,1.00,7.00,"$20,596","$27,027",11.00,0.00,0.00,3.00,3.00,76.00%,73.00%,0.00,0.00,0.00,64.00%,0.00,0.00,14.00%
0.00,9637.00,1.00,0.00,0.00,0.00,7.00,1.00,46.00,2.00,1.00,2.00,3.00,7.00,"$10,703","$14,050",9.00,1.00,0.00,3.00,5.00,76.00%,82.00%,0.00,1.00,1.00,64.00%,1.00,1.00,43.00%
0.00,9695.00,0.00,0.00,0.00,1.00,1.00,1.00,169.00,56.00,0.00,0.00,0.00,3.00,"$8,532","$12,934",12.00,0.00,0.00,1.00,1.00,66.00%,46.00%,0.00,0.00,0.00,23.00%,0.00,0.00,0.00%
0.00,9716.00,0.00,0.00,0.00,0.00,18.00,0.00,25.00,9.00,0.00,1.00,1.00,2.00,"$4,949","$5,000",2.00,0.00,0.00,1.00,1.00,99.00%,67.00%,0.00,0.00,0.00,67.00%,0.00,0.00,50.00%
0.00,9885.00,0.00,0.00,0.00,0.00,8.00,0.00,124.00,14.00,0.00,0.00,2.00,12.00,"$20,558","$31,787",15.00,0.00,0.00,4.00,7.00,65.00%,67.00%,1.00,0.00,1.00,80.00%,0.00,0.00,17.00%
0.00,9940.00,1.00,1.00,0.00,5.00,1.00,7.00,142.00,12.00,0.00,1.00,10.00,11.00,"$39,919","$52,594",24.00,0.00,0.00,6.00,7.00,76.00%,58.00%,0.00,0.00,2.00,42.00%,1.00,0.00,91.00%
0.00,9975.00,1.00,1.00,1.00,1.00,1.00,1.00,338.00,9.00,0.00,1.00,1.00,3.00,"$3,269","$3,937",7.00,10.00,2.00,2.00,2.00,83.00%,17.00%,0.00,2.00,12.00,17.00%,3.00,2.00,33.00%
0.00,10032.00,1.00,1.00,0.00,0.00,11.00,1.00,141.00,5.00,0.00,4.00,8.00,12.00,"$41,751","$53,547",17.00,0.00,0.00,6.00,7.00,78.00%,68.00%,0.00,0.00,0.00,63.00%,0.00,0.00,67.00%
0.00,10046.00,0.00,0.00,0.00,0.00,,0.00,435.00,6.00,0.00,2.00,2.00,10.00,"$25,736","$44,964",19.00,0.00,0.00,3.00,6.00,57.00%,65.00%,2.00,0.00,1.00,50.00%,0.00,1.00,20.00%
0.00,10096.00,0.00,0.00,0.00,1.00,1.00,1.00,149.00,37.00,0.00,0.00,0.00,9.00,"$9,131","$12,587",13.00,1.00,1.00,3.00,3.00,73.00%,73.00%,0.00,2.00,3.00,60.00%,2.00,2.00,0.00%
0.00,10097.00,2.00,0.00,1.00,0.00,8.00,1.00,195.00,8.00,0.00,2.00,2.00,4.00,"$12,504","$14,061",7.00,3.00,1.00,3.00,3.00,89.00%,45.00%,0.00,1.00,4.00,36.00%,1.00,1.00,50.00%
0.00,10177.00,13.00,12.00,1.00,2.00,4.00,2.00,171.00,6.00,0.00,1.00,3.00,5.00,"$6,980","$19,653",4.00,7.00,1.00,2.00,3.00,36.00%,0.00%,3.00,1.00,8.00,33.00%,7.00,2.00,60.00%
0.00,10211.00,0.00,0.00,0.00,0.00,,0.00,212.00,31.00,0.00,0.00,0.00,11.00,"$48,144","$69,991",17.00,0.00,0.00,5.00,7.00,69.00%,53.00%,0.00,0.00,0.00,58.00%,0.00,0.00,0.00%
0.00,10213.00,0.00,0.00,0.00,2.00,1.00,3.00,89.00,9.00,0.00,3.00,11.00,19.00,"$58,768","$84,854",29.00,0.00,0.00,5.00,8.00,69.00%,77.00%,2.00,0.00,1.00,63.00%,0.00,1.00,58.00%
0.00,10298.00,0.00,0.00,0.00,2.00,1.00,2.00,334.00,13.00,0.00,0.00,2.00,3.00,"$10,221","$14,079",7.00,2.00,0.00,0.00,1.00,73.00%,30.00%,0.00,0.00,4.00,30.00%,0.00,0.00,67.00%
0.00,10319.00,3.00,3.00,0.00,2.00,2.00,2.00,228.00,5.00,0.00,2.00,3.00,8.00,"$18,787","$23,483",16.00,0.00,0.00,4.00,4.00,80.00%,41.00%,0.00,4.00,4.00,47.00%,7.00,4.00,38.00%
0.00,10328.00,4.00,4.00,0.00,0.00,,0.00,82.00,12.00,0.00,1.00,3.00,1.00,"$23,650","$30,710",5.00,0.00,0.00,1.00,1.00,77.00%,43.00%,2.00,0.00,3.00,14.00%,0.00,1.00,300.00%
0.00,10430.00,2.00,1.00,1.00,1.00,3.00,0.00,206.00,2.00,1.00,2.00,3.00,4.00,"$14,576","$23,857",5.00,7.00,0.00,1.00,3.00,61.00%,23.00%,0.00,0.00,7.00,31.00%,0.00,0.00,75.00%
